town_code,party_code,acronym,name,votes,seats
08141,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,273,1
08142,1726,CP,COMPROMÍS PER LA NOU I MALANYEU - CANDIDATURA DE PROGRÉS,61,4
08142,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,41,1
08142,4252,P.P.,PARTIDO POPULAR,0, 
08143,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,732,6
08143,3733,ERC-AM,JUNTS PER ODENA - ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,423,3
08143,1883,CiU,CONVERGÈNCIA I UNIÓ,346,2
08143,4519,PxC,PLATAFORMA PER CATALUNYA,72, 
08143,4416,P.P.,PARTIT POPULAR,33, 
08145,0940,ApO-CP,ALTERNATIVA PER OLÈRDOLA-CANDIDATURA DE PROGRÉS,829,6
08145,1883,CiU,CONVERGÈNCIA I UNIÓ,405,3
08145,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,340,2
08146,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,228,3
08146,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,142,2
08146,1883,CiU,CONVERGÈNCIA I UNIÓ,139,2
08146,2565,F.I.C.,"GRUP D'OPINIIÓ D'OLESA DE BONESVALLS ""G.O.O.B""-FEDERACIO D'INDEPENDENTS DE CATALUNYA",128,2
08146,4252,P.P.,PARTIDO POPULAR,64, 
08147,1174,BO - E,BLOC OLESÀ - ENTESA,4585,12
08147,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1058,2
08147,4377,PSC - CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,946,2
08147,1883,CiU,CONVERGÈNCIA I UNIÓ,748,2
08147,3961,MO - I - EP - C,MOVEM OLESA - INICIATIVA -ESQUERRA DELS POBLES - COMPROMÍS,720,2
08147,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,525,1
08147,4519,PxC,PLATAFORMA PER CATALUNYA,268, 
08147,4412,POI,PARTIT OLESA INDEPENDENT,261, 
08148,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,329,3
08148,2878,ixO,INDEPENDENTS PER OLIVELLA,261,3
08148,3081,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - ENTESA,212,2
08148,1883,CiU,CONVERGÈNCIA I UNIÓ,183,2
08148,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,131,1
08148,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,85, 
08149,4061,OiSC - AM,OLOST I SANTA CREU - ACORD MUNICIPAL,464,9
08144,1883,CiU,CONVERGÈNCIA I UNIÓ,270,4
08144,3971,MES - AM,MOVIMENT D'ESQUERRES - ACORD MUNICIPAL,191,3
08144,4252,P.P.,PARTIDO POPULAR,15, 
08150,1883,CiU,CONVERGÈNCIA I UNIÓ,154,5
08150,2879,IpO - AM,INDEPENDENTS PER ORÍS - ACORD MUNICIPAL,59,2
08151,1883,CiU,CONVERGÈNCIA I UNIÓ,202,4
08151,2511,GMO,GENT DEL MUNICIPI D'ORISTÀ - CANDIDATURA DE PROGRÉS,184,3
08152,2880,IO - AM,INDEPENDENTS PER ORPÍ - ACORD MUNICIPAL,53,5
08152,4416,P.P.,PARTIT POPULAR,0, 
08153,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,186,4
08153,1883,CiU,CONVERGÈNCIA I UNIÓ,174,3
08153,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,8, 
08153,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,5, 
08154,1883,CiU,CONVERGÈNCIA I UNIÓ,279,5
08154,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,167,2
08154,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,18, 
08155,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,1454,6
08155,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1115,4
08155,4457,PP,PARTIT POPULAR/ PARTIDO POPULAR,361,1
08155,3081,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - ENTESA,326,1
08155,1480,C's,CIUDATADANS-PARTIDO DE LA CIUDADANIA,289,1
08155,1883,CiU,CONVERGÈNCIA I UNIÓ,224, 
08156,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,1417,5
08156,1883,CiU,CONVERGÈNCIA I UNIÓ,901,3
08156,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,839,2
08156,2459,GANEMOS PALAU,GANEMOS PALAU,739,2
08156,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,585,2
08156,1284,CUP-CAV-PA,CANDIDATURA D'UNITAT POPULAR-CAV-POBLE ACTIU,518,1
08156,3075,ICV-E,INICIATIVA PER CATALUNYA VERDS-ENTESA,477,1
08156,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,360,1
08156,5334,VdPsiP,VEU DE PALAU-SOLITA I PLEGAMANS,226, 
08157,2035,EP-E,ENTESA PER PALLEJÀ-ENTESA,1374,5
08157,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,1243,5
08157,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,718,2
08157,4413,P.D.F.,PARTIT PEL DESENVOLUPAMENT DE FONTPINEDA,659,2
08157,1883,CiU,CONVERGÈNCIA I UNIÓ,656,2
08157,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,382,1
08157,4252,P.P.,PARTIDO POPULAR,169, 
08905,3788,LPS-E,LA PALMA SEMPRE-ENTESA,637,5
08905,1883,CiU,CONVERGÈNCIA I UNIÓ,483,4
08905,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,157,1
08905,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,138,1
08905,4252,P.P.,PARTIDO POPULAR,51, 
08158,3682,J,JUNTS PEL PAPIOL,621,4
08158,1883,CiU,CONVERGÈNCIA I UNIÓ,510,3
08158,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,421,3
08158,4939,SUMEN per El Papiol-CP,SUMEN PER EL PAPIOL-CANDIDATURA DE PROGRÉS,245,1
08158,4252,P.P.,PARTIDO POPULAR,49, 
08159,4392,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÈS,3029,8
08159,4935,S.P.,SUMEM PARETS,1303,3
08159,1026,Ara Parets- ERC- AM,ARA PARETS - ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL,1153,3
08159,4026,NOPP,NOVA OPCIO PER PARETS,634,1
08159,1883,CiU,CONVERGÈNCIA I UNIÓ,630,1
08159,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,611,1
08159,3086,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS- ESQUERRA UNIDA I ALTERNATIVA - ENTESA,368, 
08159,4252,P.P.,PARTIDO POPULAR,325, 
08160,1883,CiU,CONVERGÈNCIA I UNIÓ,143,7
08161,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1273,5
08161,1883,CiU,CONVERGÈNCIA I UNIÓ,1265,4
08161,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,938,3
08161,1013,AED-E,ARA ÉS DEMÀ - ENTESA,631,2
08161,2674,GANEMOS,GUANYEM PIERA,559,2
08161,4416,P.P.,PARTIT POPULAR,465,1
08161,2584,GIAU,GRUPO DE INDEPENDIENTES DE LA ANOIA Y URBANIZACIONES,190, 
08161,5073,UAM,UNIÓ ALTERNATIVA MUNICIPAL,188, 
08161,4519,PxC,PLATAFORMA PER CATALUNYA,166, 
08163,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,4312,10
08163,2139,ERC - JuntsxPineda - AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS PER PINEDA-ACORD MUNICIPAL,2270,5
08163,1883,CiU,CONVERGÈNCIA I UNIÓ,980,2
08163,4457,PP,PARTIT POPULAR/ PARTIDO POPULAR,837,1
08163,4481,PINEDA SI PUEDE,PINEDA SI PUEDE,645,1
08163,3081,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - ENTESA,576,1
08163,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,562,1
08163,1300,CUP - PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,378, 
08164,1883,CiU,CONVERGÈNCIA I UNIÓ,295,4
08164,1276,CUP,CANDIDATURA D'UNITAT POPULAR,188,3
08164,2798,IP-CP,INDEPENDENTS PEL PLA-CANDIDATURA DE PROGRÉS,156,2
08165,1883,CiU,CONVERGÈNCIA I UNIÓ,506,6
08165,4092,P!,PARTICIPA #volemunapoblamillor,285,3
08165,3718,JLP-CP,JUNTS PER LA POBLA-CANDIDATURA DE PROGRÉS,153,1
08165,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,145,1
08165,4416,P.P.,PARTIT POPULAR,18, 
08166,1883,CiU,CONVERGÈNCIA I UNIÓ,322,4
08166,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,297,3
08166,1730,CP,COMPROMÍS PER LA POBLA DE LILLET - CANDIDATURA DE PROGRÉS,151,2
08167,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,964,4
08167,1883,CiU,CONVERGÈNCIA I UNIÓ,776,4
08167,2424,GANEMOS,GANEMOS (GUANYEM) POLINYA SI SE PUEDE,570,2
08167,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,376,1
08167,3089,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,230,1
08167,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,209,1
08167,4519,PxC,PLATAFORMA PER CATALUNYA,188, 
08182,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,919,6
08182,2569,GIPVR-E,GRUP INDEPENDENT DEL PONT DE VILOMARA I ROCAFORT-ENTESA,320,2
08182,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,269,2
08182,1883,CiU,CONVERGÈNCIA I UNIÓ,187,1
08168,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,169,4
08168,1883,CiU,CONVERGÈNCIA I UNIÓ,133,3
08169,3085,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS -ESQUERRA UNIDA I ALTERNATIVA - ENTESA,9379,11
08169,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,3848,4
08169,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,2385,2
08169,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,2355,2
08169,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,2275,2
08169,4719,SE PUEDE EL PRAT,SE PUEDE EL PRAT,1938,2
08169,2653,GANEMOS,GUANYEM EL PRAT,1697,1
08169,1883,CiU,CONVERGÈNCIA I UNIÓ,1474,1
08169,4519,PxC,PLATAFORMA PER CATALUNYA,359, 
08169,0895,AE-EP,ALTERNATIVA D'ESQUERRES EL PRAT,344, 
08171,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,834,6
08171,1883,CiU,CONVERGÈNCIA I UNIÓ,682,5
08171,4252,P.P.,PARTIDO POPULAR,58, 
08170,2560,GAP-AM,GRUP D'ACCIÓ PER PRATS-ACORD MUNICIPAL,238,7
08170,4416,P.P.,PARTIT POPULAR,10, 
08230,1883,CiU,CONVERGÈNCIA I UNIÓ,1972,8
08230,4377,PSC - CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,771,3
08230,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,493,2
08230,1915,CPD-CUP-PA,CRIDA PREMIÀ DE DALT-CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,479,2
08230,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,468,2
08230,1171,Bloc Municipal,BLOC MUNICIPAL DE CATALUNYA,178, 
08172,1883,CiU,CONVERGÈNCIA I UNIÓ,3494,7
08172,1916,CP-CUP-PA,CRIDA PREMIANENCA - CANDIDATURA D'UNITAT POPULAR - POBLE ACTIU,1881,4
08172,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,1539,3
08172,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,1311,2
08172,2142,ERC - JxP - AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS X PREMIÀ-ACORD MUNICIPAL,1261,2
08172,3094,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA (LA COALICIÓ)-ENTESA,1106,2
08172,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,642,1
08172,4519,PxC,PLATAFORMA PER CATALUNYA,256, 
08174,1883,CiU,CONVERGÈNCIA I UNIÓ,182,4
08174,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,127,3
08175,3738,JxP -ERC - AM,JUNTS PER PUIG-REIG - ACORD MUNICIPAL,957,6
08175,1883,CiU,CONVERGÈNCIA I UNIÓ,735,4
08175,1029,APR,ARA PUIG-REIG,253,1
08175,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,75, 
08176,1883,CiU,CONVERGÈNCIA I UNIÓ,59,4
08176,3739,JP - AM,JUNTS PER PUJALT - ACORD MUNICIPAL,47,1
08176,4416,P.P.,PARTIT POPULAR,3, 
08177,1883,CiU,CONVERGÈNCIA I UNIÓ,17,1
08177,1267,CP,CANDIDATURA DE PROGRÉS,4, 
08177,4252,P.P.,PARTIDO POPULAR,0, 
08178,1883,CiU,CONVERGÈNCIA I UNIÓ,157,4
08178,5222,UPR,UNITS PER RAJADELL,75,2
08178,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,67,1
08179,2131,ERC - GIR - AM,ESQUERRA REPUBLICANA DE CATALUNYA-GRUP INDEPENDENT DE RELLINARS-ACORD MUNICIPAL,171,3
08179,1883,CiU,CONVERGÈNCIA I UNIÓ,130,3
08179,3080,ICV-EUiA- E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - ENTESA,79,1
08179,4377,PSC - CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,33, 
08179,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,9, 
08180,1012,ADRIPOLLET-CAV-CUP-PA,ARA DECIDIM RIPOLLET-CAV-CUP-POBLE ACTIU,4750,9
08180,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,3148,6
08180,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,1848,3
08180,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,939,1
08180,2140,ERC-JpR-AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS PER RIPOLLET-ACORD MUNICIPAL,929,1
08180,1883,CiU,CONVERGÈNCIA I UNIÓ,886,1
08180,3075,ICV-E,INICIATIVA PER CATALUNYA VERDS-ENTESA,655, 
08180,2181,EU-IU,ESQUERRA UNIDA-IZQUIERDA UNIDA,333, 
08180,4519,PxC,PLATAFORMA PER CATALUNYA,221, 
08180,4819,SI-Solidaritat,SOLIDARITAT PER LA INDEPENDÈNCIA,137, 
08181,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1245,5
08181,4389,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA -CANDIDATURA DE PROGRÈS,1103,5
08181,1883,CiU,CONVERGÈNCIA I UNIÓ,1077,4
08181,3086,ICV-EUIA-E,INICIATIVA PER CATALUNYA VERDS- ESQUERRA UNIDA I ALTERNATIVA - ENTESA,451,2
08181,4252,P.P.,PARTIDO POPULAR,362,1
08183,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1059,6
08183,2814,IPR,INDEPENDENTS PER AL PROGRÉS DE RODA,928,6
08183,1883,CiU,CONVERGÈNCIA I UNIÓ,295,1
08183,4381,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA- CANDIDATURA DE PROGRÉS,132, 
08183,4253,PP,PARTIDO POPULAR,55, 
08183,4519,PxC,PLATAFORMA PER CATALUNYA,54, 
08184,4377,PSC - CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,5634,6
08184,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,4254,5
08184,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,3896,4
08184,0901,AUP - CAV - PA,ALTERNATIVA D'UNITAT POPULAR - CAV - POBLE ACTIU,2862,3
08184,3074,ICV-E,INICIATIVA PER CATALUNYA VERDS - ENTESA,2540,2
08184,1883,CiU,CONVERGÈNCIA I UNIÓ,2385,2
08184,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,2359,2
08184,5304,VR,VECINOS POR RUBÍ - VEÏNS PER RUBÍ,1548,1
08184,2274,FAVR,FEDERACION DE ALTERNATIVAS VEINALS DE RUBI,770, 
08184,4519,PxC,PLATAFORMA PER CATALUNYA,693, 
08185,1883,CiU,CONVERGÈNCIA I UNIÓ,101,5
08185,2891,IR -AM,INDEPENDENTS PER RUBIÓ- ACORD MUNICIPAL,24, 
08185,4519,PxC,PLATAFORMA PER CATALUNYA,2, 
08185,4416,P.P.,PARTIT POPULAR,2, 
08185,1267,CP,CANDIDATURA DE PROGRÉS,1, 
08901,4678,RUPIT i PRUIT - AM,RUPIT I PRUIT - ACORD MUNICIPAL,141,5
08901,1883,CiU,CONVERGÈNCIA I UNIÓ,58,2
08187,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,12950,5
08187,5190,UPCS-E,UNITAT PEL CANVI SABADELL-ENTESA,12611,4
08187,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,12426,4
08187,1913,CpSBD-CAV-PA,CRIDA PER SABADELL-CAV-POBLE ACTIU,11110,4
08187,1883,CiU,CONVERGÈNCIA I UNIÓ,11092,4
08187,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,10106,3
08187,2675,GANEMOS,GUANYEM SABADELL,5398,2
08187,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,4821,1
08187,4363,PACMA,PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL,1712, 
08187,4301,PST (I),PARTIDO SOCIALISTA DEL TRABAJO (INTERNACIONALISTA),272, 
08187,5156,UP y D,UNION PROGRESO Y DEMOCRACIA,265, 
08188,0057,AES,AGRUPACIÓ D'ELECTORS DE SAGÀS,47,5
08188,4252,P.P.,PARTIDO POPULAR,0, 
08190,4997,TsP - AM,TOTS SOM POBLE - ACORD MUNICIPAL,126,5
08190,1797,CP,COMPROMÍS PER SALDES - CANDIDATURA DE PROGRÉS,63,2
08190,1883,CiU,CONVERGÈNCIA I UNIÓ,22, 
08190,4252,P.P.,PARTIDO POPULAR,0, 
08191,1883,CiU,CONVERGÈNCIA I UNIÓ,1219,6
08191,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,757,4
08191,1294,CUP-PA,CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,523,2
08191,2524,CP,GENT PEL POBLE - CANDIDATURA DE PROGRÉS,301,1
08191,3677,JAPS,JUNTS AVANÇEM PER SALLENT,161, 
08194,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,3481,6
08194,1484,C's,CIUTADANS-PARTIDO DE LA CIUDADANIA,1661,3
08194,4696,Sant Adrià en Comú - CUP - PA,SANT ADRIÀ EN COMÚ - CANDIDATURA D'UNITAT POPULAR - POBLE ACTIU,1631,3
08194,3089,ICV-EUiA-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,1313,2
08194,3913,Moviment d'Esquerres,"MES, MOVIMENT D'ESQUERRES",1114,2
08194,2125,ERC-AVANCEM-AM,ESQUERRA REPUBLICANA DE CATALUNYA-AVANCEM-ACORD MUNICIPAL,1094,2
08194,4252,P.P.,PARTIDO POPULAR,1013,2
08194,1883,CiU,CONVERGÈNCIA I UNIÓ,717,1
08194,4519,PxC,PLATAFORMA PER CATALUNYA,396, 
08195,1883,CiU,CONVERGÈNCIA I UNIÓ,55,3
08195,2738,IpASA - AM,Impuls per l'Alou i Sant Agustí - Acord Municipal,15, 
08195,4253,PP,PARTIDO POPULAR,0, 
08196,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,3669,9
08196,4730,S.POTSAB,SI ES POT-SI SE PUEDE SANT ANDREU DE LA BARCA,1576,4
08196,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1466,3
08196,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,1012,2
08196,1499,ICV-EUiA-E,COALICIO INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-ENTESA,747,1
08196,1883,CiU,CONVERGÈNCIA I UNIÓ,561,1
08196,4252,P.P.,PARTIDO POPULAR,549,1
08196,1929,D3.0,DEMOCRACIA 3.0,367, 
08196,4519,PxC,PLATAFORMA PER CATALUNYA,269, 
08196,5330,VEINSXSAB,VEÏNS PER SANT ANDREU DE LA BARCA,235, 
08197,2110,ERC - AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,1485,7
08197,0026,ACORD-E,ACORD PER LLAVANERES-ENTESA,792,4
08197,1883,CiU,CONVERGÈNCIA I UNIÓ,569,3
08197,4452,P.P.,PARTIT POPULAR / PARTIDO POPULAR,526,2
08197,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,379,1
08197,5215,UxLL,UNITS PER LLAVANERES,168, 
08197,4374,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRES,139, 
08198,1883,CiU,CONVERGÈNCIA I UNIÓ,669,4
08198,4368,P.U.S.A.,PARTIT DE LES URBANITZACIONS DE SANT ANTONI,490,3
08198,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,471,3
08198,1371,CANVI,CANVI - CANDIDATURA PER VILAMAJOR,463,3
08198,5367,V V,VOLEM VILAMAJOR,143, 
08198,4252,P.P.,PARTIDO POPULAR,133, 
08198,1123,A.I.V.,AUTENTICS INDEPENDENTS DE VILAMAJOR,111, 
08199,4477,SBiALB - AM,PER SANT BARTOMEU DEL GRAU I ALBOQUERS - ACORD MUNICIPAL,220,3
08199,2902,#Ixsbg,INDEPENDENTS PER SANT BARTOMEU DEL GRAU,214,3
08199,1883,CiU,CONVERGÈNCIA I UNIÓ,57,1
08200,4384,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,10793,10
08200,3097,ICV-EUiA-ME-E,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I ALTERNATIVA-MOVIMENT D'ESQUERRES-ENTESA,4458,4
08200,1487,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,4130,3
08200,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,3861,3
08200,2514,GdSB-CUP-PA,GENT DE SANT BOI-CANDIDATURA D'UNITAT POPULAR-POBLE ACTIU,2768,2
08200,4458,P.P.,PARTIT POPULAR/PARTIDO POPULAR,2677,2
08200,1886,CiU-Ara Guanyarem,CONVERGÈNCIA I UNIÓ-ARAGUANYAREM,1944,1
08200,4519,PxC,PLATAFORMA PER CATALUNYA,1604, 
08200,4301,PST (I),PARTIDO SOCIALISTA DEL TRABAJO (INTERNACIONALISTA),378, 
08200,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,165, 
08201,1883,CiU,CONVERGÈNCIA I UNIÓ,189,4
08201,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,165,3
08203,0767,AVSC,AGRUPACIÓ VEÏNS SANT CEBRIÀ,553,5
08203,1277,CUP - PA,CANDIDATURA D'UNITAT POPULAR,237,2
08203,4987,T x SC,TOTS PER SANT CEBRIÀ,162,1
08203,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,156,1
08203,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,155,1
08203,1883,CiU,CONVERGÈNCIA I UNIÓ,146,1
08203,4450,PP,PARTIT POPULAR - PARTIDO POPULAR,32, 
08202,1883,CiU,CONVERGÈNCIA I UNIÓ,2566,6
08202,4379,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA - CANDIDATURA DE PROGRÉS,1719,4
08202,1309,CUP - PC - PA,CANDIDATURA D'UNITAT POPULAR-POBLE CONSTITUENT-POBLE ACTIU,1533,4
08202,2115,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,742,2
08202,3100,ICV - EUIA - SCBP - E,INICIATIVA PER CATALUNYA VERDS - ESQUERRA UNIDA I ALTERNATIVA - SANT CELONI I LA BATLLORIA POT - ENTESA,462,1
08202,4457,PP,PARTIT POPULAR/ PARTIDO POPULAR,256, 
08204,1883,CiU,CONVERGÈNCIA I UNIÓ,721,5
08204,4823,SOM-AM,SOM-ACORD MUNICIPAL,472,3
08204,2547,GxSC-CP,GENT X SANT CLIMENT-CANDIDATURA DE PROGRÉS,379,2
08204,0078,AESC-E,AGRUPACIÓ D'ESQUERRES SANT CLIMENT-ENTESA,140,1
08204,5188,ULI,UNITAT LOCAL INDEPENDENT,100, 
08204,4459,PP,PARTIT POPULAR/PARTIDO POPULAR,38, 
08205,1883,CiU,CONVERGÈNCIA I UNIÓ,13524,11
08205,1283,CUP - CAV -PA,CANDIDATURA D'UNITAT POPULAR-CAV-POBLE ACTIU,5561,4
